name,highest buy (gold),lowest sell (gold), id
Superior Sigil of Hobbling,0.0002,0.0255,24627
Labrys,1.017,2.0557,25967
Berserker's Iron Shield of Hobbling,0.9376,1.5788,26545
Berserker's Iron Pistol of Hobbling,1.0,1.5698,26691
Rampager's Iron Pistol of Hobbling,1.0004,1.5214,26695
Berserker's Soft Wood Warhorn of Hobbling,1.0,1.5014,26848
Berserker's Soft Wood Warhorn of Hobbling,1.0005,1.5073,26849
Berserker's Soft Wood Focus of Hobbling,1.0106,1.6793,27005
Rampager's Soft Wood Torch of Hobbling,0.7009,1.5007,27165
Beacon of Kryta,1.086,1.9396,27174
Silence,2.6856,3.9996,27502
Dreadwing,15.5219,28.1415,31037
Sentinel's Iron Greatsword of Hobbling,31.0003,238.0,41717

Lowest 5 buy orders
Superior Sigil of Hobbling,0.0002
Superior Sigil of Hobbling,0.0002
Superior Sigil of Hobbling,0.0002
Superior Sigil of Hobbling,0.0002
Superior Sigil of Hobbling,0.0002

Lowest 5 sell offers
Superior Sigil of Hobbling, ,0.0255
Superior Sigil of Hobbling, ,0.0255
Superior Sigil of Hobbling, ,0.0255
Superior Sigil of Hobbling, ,0.0255
Superior Sigil of Hobbling, ,0.0255
