name,highest buy (gold),lowest sell (gold), id
Superior Sigil of Leeching,0.0256,0.0374,24599
Berserker's Iron Sword of Leeching,5.1314,10.0,26216
Ak-Muhl's Jaw,2.2816,3.1298,26221
Rampager's Iron Sword of Leeching,2.1673,4.3907,26224
Anura,1.3786,2.0184,26395
Mojo,1.1297,1.5642,27007
Berserker's Steam Speargun of Leeching,1.0101,1.4,28104
Drakestrike,1.1107,1.5473,28112
Eternity,3660.0001,4000.0,30689
Twilight,2680.0,3000.0,30704
Scorchrazor's Fist,0.7067,1.6196,47089
Vassago,2.7575,4.0399,76642

Lowest 5 buy orders
Superior Sigil of Leeching,0.0256
Superior Sigil of Leeching,0.0256
Superior Sigil of Leeching,0.0256
Superior Sigil of Leeching,0.0256
Superior Sigil of Leeching,0.0256

Lowest 5 sell offers
Superior Sigil of Leeching, ,0.0374
Superior Sigil of Leeching, ,0.0374
Superior Sigil of Leeching, ,0.0374
Superior Sigil of Leeching, ,0.0374
Superior Sigil of Leeching, ,0.0374
