name,highest buy (gold),lowest sell (gold), id
Superior Sigil of Grawl Slaying,0.0001,0.0255,24648
Kevin,1.0468,1.6152,25985
Cleric's Soft Wood Scepter of Grawl Slaying,0.7256,1.5459,26385
Rampager's Iron Shield of Grawl Slaying,0.7853,1.6992,26538
Rampager's Iron Pistol of Grawl Slaying,1.0002,1.5498,26709
Rampager's Soft Wood Focus of Grawl Slaying,1.0112,1.4887,27009
Rampager's Soft Wood Focus of Grawl Slaying,1.0304,1.545,27010
Berserker's Soft Wood Torch of Grawl Slaying,1.0308,1.5386,27163
Rampager's Soft Wood Torch of Grawl Slaying,1.0303,1.4973,27167
Rampager's Iron Greatsword of Grawl Slaying,3.339,5.1499,27333
Berserker's Soft Wood Staff of Grawl Slaying,3.8206,5.1006,27486
Rampager's Iron Hammer of Grawl Slaying,2.1515,4.5,27646
Rampager's Iron Rifle of Grawl Slaying,1.3508,2.0993,27960
Cleric's Black Earth Trident of Grawl Slaying,0.8382,1.4951,28424
Sentinel's Iron Dagger of Grawl Slaying,22.5432,69.9998,41715

Lowest 5 buy orders
Superior Sigil of Grawl Slaying,0.0001
Superior Sigil of Grawl Slaying,0.0001
Superior Sigil of Grawl Slaying,0.0001
Superior Sigil of Grawl Slaying,0.0001
Superior Sigil of Grawl Slaying,0.0001

Lowest 5 sell offers
Superior Sigil of Grawl Slaying, ,0.0255
Superior Sigil of Grawl Slaying, ,0.0255
Superior Sigil of Grawl Slaying, ,0.0255
Superior Sigil of Grawl Slaying, ,0.0255
Superior Sigil of Grawl Slaying, ,0.0255
