name,highest buy (gold),lowest sell (gold), id
Superior Sigil of Venom,0.0103,0.0324,24632
Ophidian,1.1123,1.6057,25969
Rampager's Soft Wood Scepter of Venom,1.0101,1.5191,26406
Cleric's Iron Pistol of Venom,0.9481,1.5077,26698
Berserker's Iron Greatsword of Venom,4.2524,5.1585,27329
Rampager's Soft Wood Staff of Venom,2.2801,3.2796,27481
Cleric's Soft Wood Short Bow of Venom,1.0003,2.3006,27797
Trosa's Short Bow,1.1358,1.565,27798
Dragonspine,1.1267,1.5717,28576
Kraitkin,1202.0201,1549.0,30701
Squeedily Spooch,10.014,23.9999,31048

Lowest 5 buy orders
Superior Sigil of Venom,0.0103
Superior Sigil of Venom,0.0103
Superior Sigil of Venom,0.0103
Superior Sigil of Venom,0.0103
Superior Sigil of Venom,0.0103

Lowest 5 sell offers
Superior Sigil of Venom, ,0.0324
Superior Sigil of Venom, ,0.0324
Superior Sigil of Venom, ,0.0324
Superior Sigil of Venom, ,0.0324
Superior Sigil of Venom, ,0.0324
