name,highest buy (gold),lowest sell (gold), id
Berserker's Seer Coat of Rata Sum,0.3748,0.6085,128
Cleric's Scallywag Greaves of Rata Sum,0.4323,1.1921,874
Berserker's Scallywag Chest of Rata Sum,0.3623,0.6197,1025
Berserker's Scallywag Legs of Rata Sum,0.355,0.6132,1878
Berserker's Seer Gloves of Rata Sum,0.3884,0.5996,2024
Rampager's Seer Gloves of Rata Sum,0.8717,1.8507,2045
Rampager's Seer Mantle of Rata Sum,2.2595,5.5031,2699
Superior Rune of the Rata Sum,0.0,0.0255,24726

Lowest 5 buy orders
Superior Rune of the Rata Sum,0.0
Berserker's Scallywag Legs of Rata Sum,0.355
Berserker's Scallywag Chest of Rata Sum,0.3623
Berserker's Seer Coat of Rata Sum,0.3748
Berserker's Seer Coat of Rata Sum,0.3748

Lowest 5 sell offers
Superior Rune of the Rata Sum, ,0.0255
Berserker's Seer Gloves of Rata Sum, ,0.5996
Berserker's Seer Coat of Rata Sum, ,0.6085
Berserker's Seer Coat of Rata Sum, ,0.6085
Berserker's Seer Coat of Rata Sum, ,0.6085
