name,highest buy (gold),lowest sell (gold), id
Cleric's Seer Boots of Scavenging,0.3731,1.407,613
Rampager's Sneakthief Gloves of Scavenging,1.2531,3.25,769
Berserker's Scallywag Greaves of Scavenging,2.6288,4.9586,801
Rampager's Sneakthief Leggings of Scavenging,1.9602,4.949,1195
Shaman's Seer Gloves of Scavenging,0.6516,2.5002,2053
Cleric's Seer Mantle of Scavenging,0.9047,2.1535,2705
Superior Rune of Scavenging,0.0255,0.046,24738
Jatoro's Boots,0.7582,1.1755,45142
Jatoro's Coat,0.8618,1.3946,45143
Jatoro's Gloves,0.7023,1.1625,45144
Jatoro's Mask,0.8034,1.0764,45145
Jatoro's Leggings,0.7438,1.1479,45146
Jatoro's Mantle,0.614,1.0976,45147

Lowest 5 buy orders
Superior Rune of Scavenging,0.0255
Cleric's Seer Boots of Scavenging,0.3731
Cleric's Seer Boots of Scavenging,0.3731
Cleric's Seer Boots of Scavenging,0.3731
Cleric's Seer Boots of Scavenging,0.3731

Lowest 5 sell offers
Superior Rune of Scavenging, ,0.046
Jatoro's Mask, ,1.0764
Jatoro's Mantle, ,1.0976
Jatoro's Leggings, ,1.1479
Jatoro's Gloves, ,1.1625
