name,highest buy (gold),lowest sell (gold), id
Superior Sigil of Demon Summoning,0.0,0.0256,24583
Berserker's Iron Axe of Demon Summoning,1.331,3.0,25953
Rampager's Iron Dagger of Demon Summoning,1.25,2.1999,26137
Rampager's Iron Sword of Demon Summoning,1.4113,3.1992,26226
Berserker's Iron Shield of Demon Summoning,0.6839,1.7545,26534
Bloodseeker,1.1182,1.61,27017
Rampager's Iron Greatsword of Demon Summoning,2.1103,3.68,27323
Berserker's Iron Rifle of Demon Summoning,0.7292,1.8249,27956
Gaze,9.0334,17.9997,31043
Stygian Blade,167.0136,277.9992,31063
Komalie's Sacrificial Blade,40.0001,48.0,44986

Lowest 5 buy orders
Superior Sigil of Demon Summoning,0.0
Superior Sigil of Demon Summoning,0.0
Superior Sigil of Demon Summoning,0.0
Superior Sigil of Demon Summoning,0.0
Superior Sigil of Demon Summoning,0.0

Lowest 5 sell offers
Superior Sigil of Demon Summoning, ,0.0256
Superior Sigil of Demon Summoning, ,0.0256
Superior Sigil of Demon Summoning, ,0.0256
Superior Sigil of Demon Summoning, ,0.0256
Superior Sigil of Demon Summoning, ,0.0256
