name,highest buy (gold),lowest sell (gold), id
Carrion Sneakthief Coat of Hoelbrak,2.7503,3.5427,151
Carrion Sneakthief Gloves of Hoelbrak,2.7004,3.8,741
Rampager's Scallywag Chest of Hoelbrak,6.1893,20.9999,1039
Berserker's Sneakthief Leggings of Hoelbrak,2.3803,3.5698,1186
Berserker's Scallywag Pauldrons of Hoelbrak,2.8003,3.494,2127
Rampager's Seer Mantle of Hoelbrak,2.5509,6.22,2698
Superior Rune of Hoelbrak,3.6021,4.1892,24729
Sentinel's Conjurer Shoes of Hoelbrak,15.2504,0.0,41645
Sentinel's Rogue Gloves of Hoelbrak,15.02,237.0,41653
Sentinel's Marauder Helm of Hoelbrak,20.7124,0.0,41654
Sentinel's Rogue Pants of Hoelbrak,8.0567,0.0,41655

Lowest 5 buy orders
Berserker's Sneakthief Leggings of Hoelbrak,2.3803
Rampager's Seer Mantle of Hoelbrak,2.5509
Carrion Sneakthief Gloves of Hoelbrak,2.7004
Carrion Sneakthief Coat of Hoelbrak,2.7503
Carrion Sneakthief Coat of Hoelbrak,2.7503

Lowest 5 sell offers
Sentinel's Conjurer Shoes of Hoelbrak, ,0.0
Sentinel's Marauder Helm of Hoelbrak, ,0.0
Sentinel's Rogue Pants of Hoelbrak, ,0.0
Berserker's Scallywag Pauldrons of Hoelbrak, ,3.494
Carrion Sneakthief Coat of Hoelbrak, ,3.5427
