name,highest buy (gold),lowest sell (gold), id
Superior Sigil of Smoldering,0.1204,0.1883,24624
Berserker's Iron Axe of Smoldering,2.3465,6.3346,25954
Berserker's Iron Axe of Smoldering,3.0248,5.4015,25962
Rampager's Iron Mace of Smoldering,1.0002,1.5017,25991
Venomstriker,3.0103,4.6879,26700
Berserker's Iron Greatsword of Smoldering,11.2989,19.8796,27330
Cleric's Soft Wood Staff of Smoldering,2.0257,7.8996,27483
Emberspire,3.0502,3.98,27495
Dragonfury,1.0785,1.5199,28583
Rampager's Iron Spear of Smoldering,1.0002,1.4999,28592
Firebringer,130.0342,189.9895,31064
Sentinel's Iron Axe of Smoldering,23.1038,59.9998,41714
Sinister Welding Torch of Smoldering,40.0103,60.9594,68035

Lowest 5 buy orders
Superior Sigil of Smoldering,0.1204
Superior Sigil of Smoldering,0.1204
Superior Sigil of Smoldering,0.1204
Superior Sigil of Smoldering,0.1204
Superior Sigil of Smoldering,0.1204

Lowest 5 sell offers
Superior Sigil of Smoldering, ,0.1883
Superior Sigil of Smoldering, ,0.1883
Superior Sigil of Smoldering, ,0.1883
Superior Sigil of Smoldering, ,0.1883
Superior Sigil of Smoldering, ,0.1883
