name,highest buy (gold),lowest sell (gold), id
Superior Sigil of Agony,0.0258,0.0396,24612
Droknar's Forgehammer,1.0539,1.6274,25988
Cleric's Iron Dagger of Agony,1.3652,1.929,26149
Cleric's Iron Sword of Agony,1.5182,3.4683,26229
Berserker's Iron Shield of Agony,1.0001,1.5996,26536
Rampager's Soft Wood Warhorn of Agony,1.0415,1.4515,26853
Cleric's Soft Wood Focus of Agony,1.6538,2.5035,27013
Cleric's Iron Rifle of Agony,1.7612,2.6803,27954
Urchin's Needles,1.1266,1.4866,28127
Cleric's Black Earth Trident of Agony,1.1077,1.9777,28425
Cleric's Black Earth Trident of Agony,1.0405,1.5013,28439
Berserker's Iron Spear of Agony,1.0299,1.5195,28574
Kamohoali'i Kotaki,1545.5999,2100.0,30691
Reaper of Souls,57.1531,89.5,31107
Sentinel's Steam Speargun of Agony,23.4445,249.9999,41727

Lowest 5 buy orders
Superior Sigil of Agony,0.0258
Superior Sigil of Agony,0.0258
Superior Sigil of Agony,0.0258
Superior Sigil of Agony,0.0258
Superior Sigil of Agony,0.0258

Lowest 5 sell offers
Superior Sigil of Agony, ,0.0396
Superior Sigil of Agony, ,0.0396
Superior Sigil of Agony, ,0.0396
Superior Sigil of Agony, ,0.0396
Superior Sigil of Agony, ,0.0396
