name,highest buy (gold),lowest sell (gold), id
Arachnophobia,51.0724,77.0,36051
Superior Sigil of the Night,1.611,1.7494,36053
The Mad Moon,72.0061,103.9798,36056
The Crossing,101.0058,138.9699,36070

Lowest 5 buy orders
Superior Sigil of the Night,1.611
Arachnophobia,51.0724
Arachnophobia,51.0724
Arachnophobia,51.0724
Arachnophobia,51.0724

Lowest 5 sell offers
Superior Sigil of the Night, ,1.7494
Arachnophobia, ,77.0
Arachnophobia, ,77.0
Arachnophobia, ,77.0
Arachnophobia, ,77.0
