name,highest buy (gold),lowest sell (gold), id
Superior Sigil of Life,0.0217,0.0255,24582
Rampager's Iron Dagger of Life,2.3657,3.1,26136
Resonator,2.3635,3.2082,26237
Siren's Call,1.0568,1.6749,26854
Berserker's Soft Wood Torch of Life,0.8497,1.6532,27161
Skybringer,2.8858,3.9866,27334
Remnant of Ascalon,1.8106,2.7956,27649
Berserker's Soft Wood Longbow of Life,1.0434,2.0,28261
Wings of Dwayna,316.0003,394.9999,31070
Foefire's Essence,403.0103,500.0,31077
Poyaqui's Noggin,2.5066,3.0,44963
Genesis,57.0002,65.84,44965

Lowest 5 buy orders
Superior Sigil of Life,0.0217
Superior Sigil of Life,0.0217
Superior Sigil of Life,0.0217
Superior Sigil of Life,0.0217
Superior Sigil of Life,0.0217

Lowest 5 sell offers
Superior Sigil of Life, ,0.0255
Superior Sigil of Life, ,0.0255
Superior Sigil of Life, ,0.0255
Superior Sigil of Life, ,0.0255
Superior Sigil of Life, ,0.0255
