name,highest buy (gold),lowest sell (gold), id
Superior Sigil of Debility,0.0,0.0255,24636
Razorstone,1.2255,1.9022,25961
Berserker's Iron Dagger of Debility,2.0394,3.0858,26143
Rampager's Iron Dagger of Debility,1.3228,1.4999,26151
Berserker's Iron Sword of Debility,2.0598,3.993,26218
Jora's Defender,1.1152,1.5544,26537
Rampager's Iron Greatsword of Debility,2.823,5.9994,27322
Berserker's Soft Wood Staff of Debility,2.9433,3.1033,27477
Cleric's Iron Spear of Debility,1.0504,1.5482,28590
Malice,14.5962,27.9897,31044
Cragstone,196.3866,277.0,31059

Lowest 5 buy orders
Superior Sigil of Debility,0.0
Superior Sigil of Debility,0.0
Superior Sigil of Debility,0.0
Superior Sigil of Debility,0.0
Superior Sigil of Debility,0.0

Lowest 5 sell offers
Superior Sigil of Debility, ,0.0255
Superior Sigil of Debility, ,0.0255
Superior Sigil of Debility, ,0.0255
Superior Sigil of Debility, ,0.0255
Superior Sigil of Debility, ,0.0255
